gene	description	WT_6h_1	WT_6h_2	WT_6h_3	RELA_6h_1	RELA_6h_2	RELA_6h_3
Irak1	na	6311	6527	5772	7162	7390	6202
Irak1bp1	na	53	52	40	39	47	57
Irak2	na	1748	1806	1676	1829	1903	1607
Irak3	na	396	408	361	417	471	402
Irak4	na	729	732	658	869	808	747
Ireb2	na	3546	3902	3591	4363	4390	3820
Irf1	na	2475	2570	2563	2453	2892	2179
Irf2	na	1854	1814	1693	1879	1914	1612
Irf2bp1	na	1096	1094	1024	1205	1327	1041
Irf2bp2	na	5775	5742	5164	5497	5425	4796
Irf3	na	2544	2582	2359	2826	2878	2558
Irf4	na	24840	26180	24592	32067	32913	27959
Irf5	na	7646	7714	6895	7383	7707	6547
Irf6	na	10	9	5	11	7	6
Irf7	na	1253	1178	1320	570	551	500
Irf8	na	17437	17602	16276	21652	22922	19233
Irf9	na	3726	3675	3543	3091	2909	2517
Irg1	na	89	83	103	87	141	89
Irgc1	na	9	8	2	8	4	11
Irgm1	na	2916	2925	2977	2468	2347	2042
Irgm2	na	755	738	697	658	629	470
Irgq	na	784	789	710	812	840	775
Irs1	na	17	19	15	13	17	13
Irs2	na	3904	3861	3599	3336	3481	2929
Irs3	na	1	3	3	2	1	2
Irs4	na	0	0	0	0	0	0
Irx1	na	0	0	0	0	0	0
Irx2	na	0	0	0	0	0	0
Irx3	na	0	0	0	0	0	0
Irx4	na	0	0	0	0	0	0
Irx5	na	0	1	0	0	0	0
Irx6	na	0	0	0	0	0	0
Isca1	na	500	523	511	575	572	483
Isca2	na	729	770	658	773	827	722
Iscu	na	629	677	672	683	654	563
Isg15	na	550	501	569	267	243	245
Isg20	na	342	344	375	143	146	157
Isg20l2	na	3181	3363	3312	3916	3820	3492
Isl1	na	0	0	1	0	0	0
Isl2	na	0	0	0	0	0	0
Islr	na	0	0	0	0	0	0
Islr2	na	4	3	3	2	3	1
Ism1	na	0	0	1	0	0	0
Isoc1	na	1087	1218	1104	1156	1160	1050
Isoc2a	na	573	598	579	600	616	527
Isoc2b	na	58	60	41	61	51	48
Ispd	na	20	12	22	16	13	12
Isx	na	0	0	0	0	0	0
Isy1	na	2170	2216	2203	2336	2422	2056
Isyna1	na	4337	4382	3868	4663	4742	4018
Itch	na	2425	2603	2544	2971	2912	2544
Itfg1	na	1318	1402	1410	1456	1427	1365
Itfg2	na	1179	1152	1083	1269	1292	1103
Itfg3	na	328	355	327	420	399	296
Itga1	na	9	8	6	3	6	10
Itga10	na	150	135	127	175	168	127
Itga11	na	12	5	13	8	3	7
Itga2	na	4	7	8	9	3	4
Itga2b	na	49	42	56	62	72	60
Itga3	na	82	79	81	73	92	73
Itga4	na	5641	6008	5616	5819	5844	5052
Itga5	na	47	49	56	79	86	44
Itga6	na	358	370	315	390	429	323
Itga7	na	6	2	4	2	3	3
Itga8	na	0	0	1	0	0	0
Itga9	na	24	22	24	17	17	16
Itgad	na	3	3	1	6	3	3
Itgae	na	59	92	71	84	67	77
Itgal	na	2423	2551	2401	2730	2812	2414
Itgam	na	96	96	87	179	181	140
Itgav	na	2969	3060	2791	3270	3221	2915
Itgax	na	116	112	128	133	186	127
Itgb1	na	2045	2042	2297	2248	2322	2051
Itgb1bp1	na	639	674	655	699	682	580
Itgb1bp2	na	32	33	25	30	28	23
Itgb1bp3	na	8	7	3	4	6	3
Itgb2	na	1737	1764	1674	1735	1763	1480
Itgb2l	na	5	8	3	4	8	8
Itgb3	na	379	380	355	223	288	213
Itgb3bp	na	153	192	167	182	144	153
Itgb4	na	8	4	10	3	5	6
Itgb5	na	14	6	11	7	4	3
Itgb6	na	0	0	0	0	0	0
Itgb7	na	87	82	64	126	109	93
Itgb8	na	8	5	13	13	11	13
Itgbl1	na	0	0	0	0	0	0
Itih1	na	0	0	0	0	0	0
Itih2	na	1	0	1	0	1	2
Itih3	na	0	0	0	0	0	0
Itih4	na	3	2	1	2	2	1
Itih5	na	25	29	21	27	39	27
Itk	na	73	53	55	91	130	93
Itln1	na	2	1	2	0	0	1
Itm2a	na	84	87	77	116	105	113
Itm2b	na	3691	3677	3595	3765	3687	3310
Itm2c	na	313	333	295	273	243	251
Itpa	na	416	475	419	437	463	414
Itpk1	na	463	501	442	587	548	474
Itpka	na	1	7	11	1	5	2
Itpkb	na	2021	2108	1998	2293	2336	2010
Itpkc	na	716	715	675	802	839	636
Itpr1	na	2392	2572	2390	2361	2465	1987
Itpr2	na	1785	1787	1669	2045	1905	1681
Itpr3	na	2951	3136	2743	2732	2905	2358
Itprip	na	874	954	850	924	993	825
Itpripl1	na	368	406	374	394	379	345
Itpripl2	na	55	70	69	77	72	49
Itsn1	na	1137	1149	1148	1007	1013	899
Itsn2	na	4731	4914	4479	5220	5277	4472
Ivd	na	633	626	604	718	719	617
Ivl	na	0	0	0	0	1	0
Ivns1abp	na	8327	8815	8402	9402	9465	8373
Iws1	na	3879	4196	3785	4631	4769	4049
Iyd	na	0	0	0	0	0	0
Izumo1	na	0	4	0	0	0	0
Izumo2	na	0	0	0	0	0	0
Izumo3	na	0	0	0	0	0	0
Izumo4	na	171	163	125	132	155	122
Jag1	na	21	23	21	15	23	14
Jag2	na	28	31	22	24	27	25
Jagn1	na	882	888	863	1035	969	912
Jak1	na	9618	9809	9182	11508	11234	9454
Jak2	na	3689	3780	3371	4441	4052	3651
Jak3	na	1443	1491	1205	1216	1273	1096
Jakmip1	na	478	490	399	457	453	380
Jakmip2	na	0	0	0	0	0	0
Jakmip3	na	0	1	0	1	1	0
Jam2	na	9	14	15	24	11	14
Jam3	na	6	6	8	9	15	8
Jarid2	na	2869	2987	2868	2858	2886	2539
Jazf1	na	5	7	8	2	3	6
Jdp2	na	224	248	244	210	189	188
Jhdm1d	na	1543	1697	1513	1875	1946	1669
Jkamp	na	599	607	561	632	647	635
Jmjd1c	na	6520	7029	6547	7476	7384	6365
Jmjd4	na	1034	1111	1036	1177	1231	1012
Jmjd5	na	298	288	303	367	380	282
Jmjd6	na	1281	1322	1160	1387	1499	1222
Jmjd7	na	252	238	230	229	226	193
Jmjd8	na	317	296	269	300	350	282
Jmy	na	1012	1035	985	1243	1150	981
Josd1	na	1695	1758	1707	1900	1834	1557
Josd2	na	797	769	696	838	893	788
Jph1	na	1	7	5	6	5	7
Jph2	na	2	0	1	0	1	0
Jph3	na	19	13	24	15	18	11
Jph4	na	1	3	2	0	2	0
Jrk	na	667	756	692	810	753	652
Jrkl	na	0	0	0	0	0	0
Jsrp1	na	1	2	3	2	3	1
Jtb	na	1647	1687	1717	1905	1870	1735
Jub	na	2	5	4	4	4	6
Jun	na	798	831	740	1853	1982	1645
Junb	na	3128	2852	2625	3107	2943	2567
Jund	na	2474	2331	2186	3423	3372	2823
Jup	na	229	236	193	295	355	296
Kalrn	na	9	8	10	10	5	9
Kank1	na	0	0	0	0	0	0
Kank2	na	3	10	13	6	9	7
Kank3	na	158	162	172	139	161	124
Kank4	na	0	0	0	0	0	0
Kap	na	0	0	0	0	0	0
Kars	na	6025	6008	5671	6710	6594	5598
Kat2a	na	3938	4022	3561	4454	4595	3818
Kat2b	na	191	203	198	175	208	160
Kat5	na	1743	1776	1586	1929	1850	1534
Katna1	na	1092	1083	1056	1022	1065	917
Katnal1	na	169	194	164	184	204	176
Katnal2	na	0	0	0	0	0	0
Katnb1	na	712	740	632	795	758	600
Kazald1	na	4	9	1	6	7	6
Kazn	na	2	1	1	2	0	0
Kbtbd10	na	2	1	3	6	5	3
Kbtbd11	na	83	79	52	140	133	118
Kbtbd12	na	2	2	1	1	3	1
Kbtbd13	na	0	4	0	2	0	2
Kbtbd2	na	1388	1492	1477	1755	1708	1617
Kbtbd3	na	82	73	81	66	83	61
Kbtbd4	na	857	832	754	926	912	795
Kbtbd5	na	0	0	0	0	0	0
Kbtbd7	na	529	526	568	537	574	519
Kbtbd8	na	519	520	525	581	604	563
Kcmf1	na	1600	1624	1620	1785	1845	1504
Kcna1	na	0	0	0	0	0	0
Kcna10	na	0	0	0	0	0	0
Kcna2	na	12	9	9	15	18	10
Kcna3	na	653	621	624	709	753	603
Kcna4	na	0	0	0	0	0	0
Kcna5	na	0	0	0	0	0	0
Kcna6	na	0	0	0	0	0	0
Kcna7	na	6	7	11	5	3	5
Kcnab1	na	10	12	21	7	10	9
Kcnab2	na	1179	1272	1179	1262	1267	1098
Kcnab3	na	3	7	3	6	5	3
Kcnb1	na	715	658	598	888	921	730
Kcnb2	na	0	0	0	0	0	0
Kcnc1	na	9	9	6	3	4	8
Kcnc2	na	0	1	0	0	0	0
Kcnc3	na	750	731	609	925	988	787
Kcnc4	na	0	0	0	0	0	0
Kcnd1	na	27	35	28	41	46	28
Kcnd2	na	0	0	0	0	0	0
Kcnd3	na	0	1	0	0	0	2
Kcne1	na	0	0	0	0	0	0
Kcne1l	na	0	0	0	0	0	0
Kcne2	na	2	5	0	4	1	1
Kcne3	na	0	1	0	0	0	0
Kcne4	na	0	0	0	0	0	0
Kcnf1	na	0	0	0	0	0	0
Kcng1	na	32	21	29	34	27	28
Kcng2	na	0	1	0	0	1	1
Kcng3	na	6	7	9	3	6	3
Kcng4	na	0	0	0	0	0	0
Kcnh1	na	0	0	0	0	0	0
Kcnh2	na	0	0	0	0	1	1
Kcnh3	na	3	3	2	8	8	5
Kcnh4	na	946	949	847	861	815	748
Kcnh5	na	0	0	0	0	0	0
Kcnh6	na	1	7	6	9	9	4
Kcnh7	na	2	3	1	3	6	2
Kcnh8	na	0	0	0	0	0	0
Kcnip1	na	0	1	0	0	0	0
Kcnip2	na	1	0	0	2	3	0
Kcnip3	na	4	3	3	3	3	4
Kcnip4	na	48	63	52	54	80	64
Kcnj1	na	27	22	26	26	38	38
Kcnj10	na	11	11	4	2	4	6
Kcnj11	na	1	1	2	1	1	1
Kcnj12	na	0	0	0	0	0	0
Kcnj13	na	11	14	10	12	10	10
Kcnj14	na	15	12	12	12	14	12
Kcnj15	na	0	0	1	0	0	0
Kcnj16	na	12	5	4	10	12	6
Kcnj2	na	12	8	14	18	16	14
Kcnj3	na	0	0	0	0	1	0
Kcnj4	na	0	0	0	0	0	0
Kcnj5	na	0	0	0	0	2	0
Kcnj6	na	0	0	0	0	0	0
Kcnj8	na	0	1	2	3	3	1
Kcnj9	na	4	1	2	3	5	4
Kcnk1	na	0	0	0	1	0	0
Kcnk10	na	141	177	163	203	194	176
Kcnk12	na	0	1	2	1	0	0
Kcnk13	na	15	14	12	19	12	18
Kcnk15	na	0	0	0	0	0	0
Kcnk16	na	0	0	0	0	0	0
Kcnk18	na	0	0	0	0	0	0
Kcnk2	na	0	0	0	0	0	0
Kcnk3	na	19	16	22	14	22	14
Kcnk4	na	4	7	1	3	3	2
Kcnk5	na	360	354	352	368	384	334
Kcnk6	na	270	251	236	209	206	186
Kcnk7	na	4	2	2	2	7	1
Kcnk9	na	0	0	0	0	0	0
Kcnma1	na	0	0	0	0	0	1
Kcnmb1	na	4	2	1	0	3	1
Kcnmb2	na	0	0	0	0	0	0
Kcnmb3	na	3	0	1	0	3	1
Kcnmb4	na	2	1	0	0	0	2
Kcnn1	na	6	4	4	5	6	3
Kcnn2	na	0	0	0	0	0	0
Kcnn3	na	0	0	0	0	0	0
Kcnn4	na	239	246	228	266	309	278
Kcnq1	na	0	0	0	0	0	0
Kcnq1ot1	na	1133	1280	1253	1454	1587	1371
Kcnq2	na	0	1	0	0	0	0
Kcnq3	na	0	0	1	0	0	0
Kcnq4	na	1	0	1	0	0	0
Kcnq5	na	1551	1571	1432	1840	1947	1512
Kcnrg	na	15	13	16	16	29	28
Kcns1	na	11	13	6	20	20	21
Kcns2	na	0	0	0	0	0	0
Kcns3	na	0	0	0	0	0	0
Kcnt1	na	0	0	1	0	0	0
Kcnt2	na	0	0	0	0	0	0
Kcnu1	na	0	0	1	1	0	0
Kcnv1	na	0	0	0	0	0	0
Kcnv2	na	0	1	0	1	0	0
Kcp	na	1	1	1	0	0	2
Kctd1	na	232	230	190	214	212	184
Kctd10	na	1186	1304	1215	1264	1300	1062
Kctd11	na	274	242	204	250	274	209
Kctd12	na	1871	2057	2009	1930	2040	1804
Kctd12b	na	5	2	4	3	8	5
Kctd13	na	627	689	609	708	706	615
Kctd14	na	299	303	318	331	327	291
Kctd15	na	0	2	3	1	2	1
Kctd16	na	0	0	0	0	0	0
Kctd17	na	24	27	23	30	30	20
Kctd18	na	559	572	576	639	644	568
Kctd19	na	0	1	0	2	0	5
Kctd2	na	747	804	758	967	857	758
Kctd20	na	1519	1569	1505	1696	1727	1559
Kctd21	na	105	100	66	100	99	89
Kctd3	na	1004	1023	974	1165	1195	981
Kctd4	na	6	1	4	4	2	7
Kctd5	na	890	913	856	1036	949	934
Kctd6	na	211	238	220	258	284	222
Kctd7	na	97	110	106	114	132	103
Kctd8	na	0	0	0	0	0	0
Kctd9	na	824	853	759	866	862	762
Kdelc1	na	292	271	250	299	312	255
Kdelc2	na	16	25	25	31	31	22
Kdelr1	na	980	999	955	1150	1153	1029
Kdelr2	na	1113	1085	1121	1218	1229	1095
Kdelr3	na	2	0	1	0	2	1
Kdm1a	na	2961	3020	2750	3308	3321	2844
Kdm1b	na	1253	1273	1178	1337	1383	1140
Kdm2a	na	4492	4695	4275	4640	4676	3965
Kdm2b	na	5241	5371	5008	4756	4706	4072
Kdm3a	na	2831	2941	2724	3441	3332	2844
Kdm3b	na	5060	5194	4685	5734	5906	5065
Kdm4a	na	2908	2998	2665	3324	3369	2859
Kdm4b	na	1628	1633	1463	1852	1875	1597
Kdm4c	na	857	912	840	967	972	867
Kdm4d	na	4	10	5	9	6	8
Kdm5a	na	5199	5630	5248	6017	6143	5468
Kdm5b	na	818	825	756	828	842	762
Kdm5c	na	6710	7043	6388	7511	7404	6515
Kdm5d	na	0	0	0	0	0	0
Kdm6a	na	2531	2619	2503	2818	2746	2555
Kdm6b	na	5760	5795	5129	6215	6518	5620
Kdr	na	11	16	23	14	16	16
Kdsr	na	1069	1038	1027	1098	1076	1044
Keap1	na	1569	1507	1485	1677	1740	1486
Keg1	na	0	0	0	0	0	0
Kel	na	1	1	1	0	1	2
Kera	na	0	0	0	0	0	0
Khdc1a	na	0	1	1	2	1	0
Khdc1b	na	1	5	1	2	5	0
Khdc1c	na	0	1	0	0	0	0
Khdrbs1	na	5627	6033	5636	6419	6467	5459
Khdrbs2	na	0	0	0	0	0	0
Khdrbs3	na	4	2	2	1	1	0
Khk	na	53	51	46	55	47	40
Khnyn	na	3643	3856	3524	4256	4167	3521
Khsrp	na	5890	6011	5334	6638	6623	5996
Kidins220	na	1848	1891	1753	2020	2001	1653
Kif11	na	209	245	235	208	210	152
Kif12	na	0	0	0	0	0	0
Kif13a	na	293	373	293	255	298	263
Kif13b	na	923	895	808	993	950	816
Kif14	na	30	36	41	40	45	34
Kif15	na	201	182	185	161	184	146
Kif16b	na	1039	1054	1114	1179	1200	1072
Kif17	na	6	16	7	3	6	9
Kif18a	na	119	121	123	93	134	104
Kif18b	na	54	57	67	39	36	36
Kif19a	na	22	20	16	28	23	22
Kif1a	na	0	1	0	0	1	0
Kif1b	na	535	524	554	584	639	551
Kif1c	na	1977	1922	1783	2235	2144	1937
Kif20a	na	189	202	206	202	199	179
Kif20b	na	973	918	951	1000	1021	940
Kif21a	na	5	2	0	1	0	3
Kif21b	na	3714	3992	3440	4518	4663	3915
Kif22	na	150	165	145	120	129	117
Kif23	na	165	148	169	120	114	124
Kif24	na	163	185	161	205	233	197
Kif26a	na	0	0	1	1	0	1
Kif26b	na	0	0	0	0	0	1
Kif27	na	0	0	0	0	4	0
Kif2a	na	1042	1027	971	1212	1142	1017
Kif2b	na	0	0	0	0	0	0
Kif2c	na	53	34	47	47	43	32
Kif3a	na	190	203	180	173	197	144
Kif3b	na	1398	1528	1368	1609	1627	1346
Kif3c	na	289	305	263	310	299	257
Kif4	na	92	108	108	84	105	71
Kif4-ps	na	0	0	0	0	0	0
Kif5a	na	10	15	7	12	7	10
Kif5b	na	4102	4266	4131	4746	4640	4111
Kif5c	na	11	14	17	9	18	10
Kif6	na	0	0	0	0	0	0
Kif7	na	5	8	4	2	0	4
Kif9	na	75	49	40	34	61	36
Kifap3	na	149	104	126	102	130	117
Kifc1	na	70	72	71	58	70	56
Kifc2	na	71	59	49	88	83	69
Kifc3	na	175	182	164	241	240	222
Kifc5b	na	82	117	126	107	105	98
Kin	na	448	536	461	546	513	489
Kir3dl1	na	0	0	0	0	0	0
Kir3dl2	na	0	0	0	0	0	0
Kirrel	na	0	1	0	0	0	0
Kirrel2	na	0	0	0	0	0	2
Kirrel3	na	2	0	4	2	2	1
Kis2	na	1	1	4	2	4	1
Kiss1	na	0	0	0	0	0	0
Kiss1r	na	10	7	9	10	11	6
Kit	na	125	124	131	123	109	108
Kitl	na	0	0	1	2	0	0
Kl	na	0	0	0	0	0	0
Klb	na	5	5	3	7	5	2
Klc1	na	1916	2077	1820	2334	2374	2028
Klc2	na	1123	1124	972	1279	1334	1214
Klc3	na	7	5	8	7	6	5
Klc4	na	431	464	432	453	495	442
Klf1	na	2	5	6	5	5	9
Klf10	na	840	865	768	1003	968	907
Klf11	na	121	139	101	156	136	127
Klf12	na	107	77	87	101	106	86
Klf13	na	1824	1856	1793	2160	2182	1917
Klf14	na	1	1	0	1	0	0
Klf15	na	0	0	0	0	0	0
Klf16	na	1193	1191	1142	1413	1453	1279
Klf17	na	0	0	0	0	0	0
Klf2	na	517	472	469	866	763	595
Klf3	na	1247	1158	1093	1566	1537	1307
Klf4	na	63	60	62	68	67	53
Klf5	na	0	0	0	0	0	2
Klf6	na	2401	2486	2456	2550	2618	2199
Klf7	na	120	140	134	131	160	110
Klf8	na	125	135	129	152	131	104
Klf9	na	157	177	140	215	187	165
Klhdc1	na	116	106	103	140	116	104
Klhdc10	na	890	915	883	1089	1051	956
Klhdc2	na	743	774	789	813	752	667
Klhdc3	na	2055	2093	1857	2429	2386	2105
Klhdc4	na	2294	2287	2123	2425	2474	2069
Klhdc5	na	857	873	818	966	975	912
Klhdc7a	na	0	0	0	0	0	0
Klhdc7b	na	0	0	0	1	0	0
Klhdc8a	na	0	0	0	0	0	0
Klhdc8b	na	71	63	53	55	81	58
Klhdc9	na	153	134	124	154	148	133
Klhl1	na	0	0	0	0	0	0
Klhl10	na	7	5	3	1	3	2
Klhl11	na	414	487	443	532	452	442
Klhl12	na	954	1092	954	1201	1245	998
Klhl13	na	1	0	1	0	1	2
Klhl14	na	133	142	130	172	134	114
Klhl15	na	199	204	195	248	291	216
Klhl17	na	797	799	686	803	932	730
Klhl18	na	936	930	802	1013	1050	858
Klhl2	na	980	982	929	1151	1074	975
Klhl20	na	1320	1372	1257	1350	1358	1207
Klhl21	na	790	835	770	951	936	784
Klhl22	na	281	310	250	271	283	243
Klhl23	na	2	3	1	6	2	1
Klhl24	na	5390	5823	5294	6451	6398	5766
Klhl25	na	414	427	369	427	448	399
Klhl26	na	545	498	491	595	607	486
Klhl28	na	550	586	604	675	661	558
Klhl29	na	2	2	1	2	2	1
Klhl3	na	0	0	2	1	2	1
Klhl30	na	1	0	3	1	2	1
Klhl31	na	1	0	0	0	0	0
Klhl32	na	6	2	3	1	2	1
Klhl33	na	0	0	0	0	0	0
Klhl34	na	0	0	0	0	0	0
Klhl35	na	9	6	12	21	22	7
Klhl36	na	201	226	185	233	230	197
Klhl38	na	0	0	0	0	0	0
Klhl4	na	1	1	0	2	0	0
Klhl5	na	658	657	655	780	740	678
Klhl6	na	731	858	841	763	820	739
Klhl7	na	284	284	301	281	322	267
Klhl8	na	127	124	112	123	136	124
Klhl9	na	920	877	873	846	862	887
Klk1	na	1	3	2	2	2	1
Klk10	na	0	0	0	0	0	0
Klk11	na	0	0	0	0	0	0
Klk12	na	0	0	0	0	0	0
Klk13	na	0	0	0	0	0	0
Klk14	na	4	4	1	1	2	3
Klk15	na	0	0	0	0	0	0
Klk1b1	na	0	0	0	0	0	0
Klk1b11	na	0	0	0	0	0	0
Klk1b16	na	0	0	0	0	0	0
Klk1b21	na	0	0	0	0	0	0
Klk1b22	na	0	0	0	0	0	0
Klk1b24	na	0	0	0	0	0	0
Klk1b26	na	0	0	0	0	0	0
Klk1b27	na	0	0	0	0	0	0
Klk1b3	na	0	0	0	0	0	0
Klk1b4	na	0	0	0	0	0	0
Klk1b5	na	0	0	0	0	0	0
Klk1b7-ps	na	0	0	0	0	0	0
Klk1b8	na	0	0	0	0	0	0
Klk1b9	na	0	0	0	0	0	0
Klk4	na	0	0	0	0	0	0
Klk5	na	0	0	0	0	0	0
Klk6	na	0	0	0	0	0	0
Klk7	na	0	0	0	0	0	0
Klk8	na	5	5	0	8	9	10
Klk9	na	0	1	0	0	0	1
Klkb1	na	2	1	3	2	3	1
Klra1	na	1	0	5	3	2	2
Klra10	na	1	0	0	2	0	1
Klra12	na	0	0	0	0	0	0
Klra13-ps	na	0	0	0	0	0	0
Klra14	na	0	3	4	4	3	6
Klra15	na	0	0	0	0	0	0
Klra17	na	3	0	6	0	4	9
Klra18	na	4	4	2	1	2	0
Klra19	na	0	0	0	0	0	0
Klra2	na	1	6	9	4	10	1
Klra21	na	0	0	0	0	0	0
Klra22	na	0	0	0	0	0	0
Klra23	na	0	0	0	0	0	0
Klra3	na	1	0	1	1	1	2
Klra33	na	0	0	0	0	0	0
Klra4	na	0	0	0	0	0	0
Klra5	na	0	0	1	3	1	0
Klra6	na	0	0	0	0	0	0
Klra7	na	7	5	10	7	13	17
Klra8	na	3	1	3	3	2	2
Klra9	na	2	3	3	3	3	5
Klraq1	na	862	941	863	905	875	824
Klrb1a	na	1	0	1	1	0	1
Klrb1b	na	31	27	23	12	21	23
Klrb1c	na	13	13	15	17	19	16
Klrb1f	na	12	16	12	20	20	10
Klrc1	na	2	5	2	4	5	3
Klrc2	na	4	3	4	4	2	3
Klrc3	na	1	0	1	1	2	0
Klrd1	na	38	41	44	47	46	49
Klre1	na	10	8	7	15	12	15
Klrg1	na	11	11	13	12	4	6
Klrg2	na	17	21	8	23	14	14
Klri1	na	14	27	25	21	28	15
Klri2	na	22	18	28	28	37	27
Klrk1	na	36	38	43	41	63	49
Kmo	na	2573	2741	2636	3190	3214	2854
Kncn	na	0	0	0	0	0	0
Kndc1	na	8	4	4	7	5	3
Kng1	na	0	0	0	0	0	0
Kng2	na	0	0	0	0	0	0
Kntc1	na	50	72	62	70	53	64
Kpna1	na	2834	2912	3064	3528	3569	3155
Kpna2	na	302	276	285	296	338	272
Kpna3	na	3249	3148	3113	3691	3518	3303
Kpna4	na	3991	4144	4037	4805	4729	4347
Kpna6	na	2943	3050	2939	3371	3377	2980
Kpna7	na	0	0	0	0	0	0
Kpnb1	na	15253	15445	15438	18851	18697	16087
Kprp	na	0	0	0	0	0	0
Kptn	na	323	340	316	384	341	305
Kras	na	3468	3652	3357	4135	4124	3686
Krba1	na	588	636	520	580	577	500
Krcc1	na	1815	1873	2002	1999	1957	1876
Kremen1	na	736	778	656	897	961	775
Kremen2	na	18	19	25	11	14	5
Kri1	na	1810	1861	1627	2045	2208	1930
Krit1	na	1924	2084	2010	2280	2400	2071
Krr1	na	2435	2564	2480	2640	2602	2356
Krt1	na	1	0	0	0	0	0
Krt10	na	49	48	34	50	56	39
Krt12	na	0	0	0	0	0	0
Krt13	na	0	0	0	0	0	0
Krt14	na	0	0	0	0	0	0
Krt15	na	0	0	0	0	0	0
Krt16	na	0	0	1	0	0	0
Krt17	na	0	0	0	0	0	0
Krt18	na	1	1	2	1	0	0
Krt19	na	0	0	0	0	0	0
Krt2	na	0	0	0	0	0	0
Krt20	na	0	0	0	0	0	0
Krt222	na	120	121	108	103	135	107
Krt23	na	0	0	0	0	0	0
Krt24	na	0	0	0	0	0	0
Krt25	na	0	1	0	0	0	0
Krt26	na	0	0	0	0	0	0
Krt27	na	0	0	0	0	0	0
Krt28	na	2	0	0	0	0	1
Krt31	na	0	0	0	0	0	0
Krt32	na	0	0	0	0	0	0
Krt33a	na	0	0	0	0	0	0
Krt33b	na	0	0	0	0	0	0
Krt34	na	0	0	0	0	0	0
Krt35	na	0	0	0	0	0	0
Krt36	na	0	0	0	0	0	0
Krt39	na	0	0	0	0	0	0
Krt4	na	0	0	0	0	0	0
Krt40	na	0	0	0	0	0	0
Krt42	na	0	0	0	0	0	0
Krt5	na	0	0	0	0	0	0
Krt6a	na	0	0	0	0	0	0
Krt6b	na	0	0	0	0	0	0
Krt7	na	0	0	0	0	0	0
Krt71	na	0	0	0	0	0	0
Krt72-ps	na	0	0	0	0	0	0
Krt73	na	0	0	0	0	0	0
Krt74	na	0	0	0	0	0	0
Krt75	na	0	0	0	0	0	0
Krt76	na	0	0	0	0	0	0
Krt77	na	0	0	0	0	0	0
Krt78	na	0	0	0	0	0	0
Krt79	na	0	0	0	0	0	0
Krt8	na	0	0	0	0	0	0
Krt80	na	2	12	2	5	6	4
Krt81	na	0	0	0	0	0	0
Krt82	na	0	0	0	0	0	0
Krt83	na	0	1	0	0	0	0
Krt84	na	0	0	0	0	0	0
Krt85	na	0	0	0	0	0	0
Krt86	na	0	2	1	1	0	1
Krt9	na	0	0	0	0	0	0
Krtap1-3	na	0	0	0	0	0	0
Krtap1-4	na	0	0	0	0	0	0
Krtap1-5	na	0	0	0	0	0	0
Krtap10-10	na	0	0	0	0	0	0
Krtap10-4	na	0	0	0	0	0	0
Krtap11-1	na	0	0	0	0	0	0
Krtap12-1	na	0	0	0	0	0	0
Krtap13	na	0	0	0	0	0	0
Krtap13-1	na	0	0	0	0	0	0
Krtap14	na	0	0	0	0	0	0
Krtap15	na	0	0	0	0	0	0
Krtap16-1	na	0	0	0	0	0	0
Krtap16-10b	na	0	0	0	0	0	0
Krtap16-2	na	0	0	0	0	0	0
Krtap16-3	na	0	0	0	0	0	0
Krtap16-4	na	0	0	0	0	0	0
Krtap16-5	na	0	0	0	0	0	0
Krtap16-7	na	0	0	0	0	0	0
Krtap16-8	na	0	0	0	0	0	0
Krtap17-1	na	0	0	0	0	0	0
Krtap2-4	na	0	0	0	0	0	0
Krtap20-2	na	0	0	0	0	0	0
Krtap22-2	na	0	0	0	0	0	0
Krtap24-1	na	0	0	0	0	0	0
Krtap26-1	na	0	0	0	0	0	0
Krtap27-1	na	0	0	0	0	0	0
Krtap3-1	na	0	0	0	0	0	0
Krtap3-2	na	0	0	0	0	0	0
Krtap3-3	na	0	0	0	0	0	0
Krtap31-1	na	0	0	0	0	0	0
Krtap31-2	na	0	0	0	0	0	0
Krtap4-1	na	0	0	0	0	0	0
Krtap4-13	na	0	0	0	0	0	0
Krtap4-16	na	0	0	0	0	0	0
Krtap4-2	na	0	0	0	0	0	0
Krtap4-6	na	0	0	0	0	0	0
Krtap4-7	na	0	0	0	0	0	0
Krtap4-8	na	0	0	0	0	0	0
Krtap4-9	na	0	0	0	0	0	0
Krtap5-1	na	0	0	0	0	0	0
Krtap5-2	na	0	0	0	0	0	0
Krtap5-3	na	0	0	0	0	0	0
Krtap5-4	na	0	0	0	0	0	0
Krtap5-5	na	0	0	0	0	0	0
Krtap6-1	na	0	0	0	0	0	0
Krtap6-2	na	0	0	0	0	0	0
Krtap7-1	na	0	0	0	0	0	0
Krtap8-1	na	0	0	0	0	0	0
Krtap8-2	na	0	0	0	0	0	0
Krtap9-1	na	0	0	0	0	0	0
Krtap9-3	na	0	0	0	0	0	0
Krtap9-5	na	0	0	0	0	0	0
Krtcap2	na	1037	1101	1026	1157	1138	1039
Krtcap3	na	200	185	191	259	254	234
Krtdap	na	0	0	0	0	0	0
Ksr1	na	2035	2013	1690	1775	1832	1506
Ksr2	na	2	3	3	4	5	2
Kti12	na	1385	1368	1326	1445	1484	1346
Ktn1	na	3519	3486	3521	3866	3989	3471
Ky	na	0	2	2	3	1	2
